Dialogueacts_level1,Dialogueacts_level2,Dialogueacts_level3,Dialogueacts_level4,Dialogueacts_level5,slot0,slot1,slot2,slot3,slot4,slot5
Answer.continuation,,,,,Watching the Tour De France is like watching beetles walk across the garden.,"On the other hand, I feel ya. It is so monotonous watching the same motions over and over again.",,,,
Answer.joking_sarcastic,,,,,Watching the Tour De France is like watching beetles walk across the garden.,Are sports not your thing?,,,,
Answer.joking_sarcastic,,,,,Watching the Tour De France is like watching beetles walk across the garden.,Who doesn't like a good race?,,,,
Answer.continuation,,,,,Watching the Tour De France is like watching beetles walk across the garden.,"Yeah, ugh, who gives a shit about cyclers. It's dumb.",,,,
Answer.joking_sarcastic,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,It's interesting how it's brought the whole town together. I wonder if people in cities with something akin to a D-league team have a deeper sense of community than people in cities without such a team?,,,,
Answer.joking_sarcastic,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,Why wouldn't it? There's probably not a lot else to do as a community.,,,,
Answer.change,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,I'm glad that your team brings people together.  Too many don't.,,,,
Answer.continuation,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,"Yeah, all these people saying things like 'we won today' when they live in Philadelphia and they're cheering for a team in Seattle. That doesn't happen with these lower-level teams.",,,,
Answer.continuation,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,"I don't really care for sports, and I don't like most people anyway. They're so lame.",,,,
Answer.change,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,I love sports teams they are a great way to meet new friends and have fun at the same time.,,,,
Answer.elaboration,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,Sports to Americans is like water to fish.,,,,
Answer.continuation,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,"Oh yeah, leagues A, B, and C weren't interesting enough for them.",,,,
Answer.joking_sarcastic,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,Am I  the only one that prefers the big leagues?,,,,
Answer.joking_sarcastic,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,Don't you love team activities?  I sure do.,,,,
Answer.elaboration,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,What sport do you play?  How are you guys doing this year?  When is your next game?  I would love to come watch.,,,,
Answer.elaboration,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,"It's just like the ""good ol' days"" when every town had a baseball team based at the local factory and the whole town would show up on Saturday to watch a game.",,,,
Answer.change,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,"I agree. I've gotten to where I can't stand watching games from the highest level of any sport, I can only watch D-league teams and stuff like that. The sense of community is awesome in a lower-level league.",,,,
Answer.elaboration,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,"A D-league is like an A-league, but further back.",,,,
Answer.elaboration,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,Do you watch them play? I bet it's a lot of fun. What sport is it? Tell me about it!,,,,
Answer.continuation,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,Is D-League even very competitive?  It kind of sounds like a waste of time.,,,,
Answer.joking_sarcastic,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,Who doesn't love a D-league team?,,,,
Answer.change,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,I bet it does! There's not much like a local team to bring a community together!,,,,
Answer.elaboration,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,"So, what is the name of your team? I've never heard of it and it sounds interesting.",,,,
Answer.continuation,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,"D-League teams might bring the town together, but they're always disappointing. They'll never be good enough, and trap the town in mediocrity.",,,,
Answer.joking_sarcastic,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,Who in America doesn't live for sports?,,,,
Answer.change,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,It makes ALL the difference.,,,,
Answer.change,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,Whole town? More like the whole county! Everyone around for miles and miles loves the team!,,,,
Answer.continuation,,,,,We have a local D-league team. It's amazing how much it brings the whole town together. People love it.,I would be their number one player if they recruited me.,,,,
Answer.change,,,,,We have to drive over an hour and half to see a major league baseball game. I would just rather watch a D-league team that is close by.,I absolutely love watching up and coming stars in D-league baseball.  I don't have to drive far and these guys seem to really enjoy playing the game.,,,,
Answer.elaboration,,,,,We have to drive over an hour and half to see a major league baseball game. I would just rather watch a D-league team that is close by.,A car trip is a journey; You just have to bear it.,,,,
Answer.change,,,,,We have to drive over an hour and half to see a major league baseball game. I would just rather watch a D-league team that is close by.,It'll be good to get out and see the team in person. I bet you're going to enjoy the game.,,,,
