Dialogueacts_level1,Dialogueacts_level2,Dialogueacts_level3,Dialogueacts_level4,Dialogueacts_level5,slot0,slot1,slot2,slot3,slot4,slot5
Answer.joking_sarcastic,,,,,"I try to get exercise every day, either go for a walk, or a bike ride or something.",Who doesn't like a good workout?,,,,
Answer.joking_sarcastic,,,,,"I try to get exercise every day, either go for a walk, or a bike ride or something.",Who doesn't love to get some exercise everyday?  We all do.,,,,
Answer.elaboration,,,,,"I try to get exercise every day, either go for a walk, or a bike ride or something.","Exercise is like sailing on the ocean, there are ups and downs but it makes you feel good!",,,,
Answer.change,,,,,"I try to get exercise every day, either go for a walk, or a bike ride or something.",I do at least 10 hours of exercise a day I just can't get enough of exercise I don't stop until I drop.,,,,
Answer.continuation,,,,,"I try to get exercise every day, either go for a walk, or a bike ride or something.",Oh yeah? I suppose the best thing about exercising daily is that you'll die healthier if nothing else.,,,,
Answer.elaboration,,,,,"I used to be able to watch Quentin Tarantino movies, but now, I always have to fast-forward through some parts that are violent.","One day I hope to be as smooth as Tarantino characters, they always seem to have the coolest things to say.",,,,
Answer.elaboration,,,,,"I used to be able to watch Quentin Tarantino movies, but now, I always have to fast-forward through some parts that are violent.","Yea, his movies are like going to the dentist. You feel like you have to go see them, but you really can't stand it.",,,,
Answer.continuation,,,,,"I used to be able to watch Quentin Tarantino movies, but now, I always have to fast-forward through some parts that are violent.","Oh yea, me too. I just start the movie and then fast forward right to the end. It's totally worth the money.",,,,
Answer.joking_sarcastic,,,,,"I used to be able to watch Quentin Tarantino movies, but now, I always have to fast-forward through some parts that are violent.","Its not like Tarantino fans like violence, right?",,,,
Answer.joking_sarcastic,,,,,"I used to be able to watch Quentin Tarantino movies, but now, I always have to fast-forward through some parts that are violent.","Who would want to watch so much blood and guts in a single movie? Are there really people that are watching that and thinking oh yea that looks so real, I love this movie?",,,,
Answer.joking_sarcastic,,,,,"I used to be able to watch Quentin Tarantino movies, but now, I always have to fast-forward through some parts that are violent.",Who could stand to watch that violence?,,,,
Answer.change,,,,,"I used to be able to watch Quentin Tarantino movies, but now, I always have to fast-forward through some parts that are violent.","There is some seriously realistic violence in Tarantino films, sometimes I wonder if some real life murderers have gotten ideas for how to torture their victims from them!",,,,
Answer.continuation,,,,,"I used to be able to watch Quentin Tarantino movies, but now, I always have to fast-forward through some parts that are violent.","Quentin Tarantino, violent? That's surprising.",,,,
Answer.continuation,,,,,"I used to be able to watch Quentin Tarantino movies, but now, I always have to fast-forward through some parts that are violent.","If an intruder comes into your home, just try hiding under the floor and shotgunning them where the sun don't shine.",,,,
Answer.change,,,,,"I used to be able to watch Quentin Tarantino movies, but now, I always have to fast-forward through some parts that are violent.",Quentin Tarantino movies are INSANELY violent. Every single one of his movies is basically about people getting their body parts chopped off and blood shooting everywhere.,,,,
Answer.elaboration,,,,,"I used to be able to watch Quentin Tarantino movies, but now, I always have to fast-forward through some parts that are violent.",Movies are like life; sometimes they're hard to look at.,,,,
Answer.change,,,,,"I used to be able to watch Quentin Tarantino movies, but now, I always have to fast-forward through some parts that are violent.",I had to cover my eyes through the entire movie it was so violent.,,,,
Answer.elaboration,,,,,I was a Warriors fan when they were at the bottom of the league. That was a long time ago obviously. I am still a fan.,The Warriors are like an army; brave and strong.,,,,
Answer.elaboration,,,,,I was a Warriors fan when they were at the bottom of the league. That was a long time ago obviously. I am still a fan.,I was like that with the Phillies; I loved them when they had never won a World Series and I loved them through their 5 World Series appearances since 1980.,,,,
Answer.continuation,,,,,I was a Warriors fan when they were at the bottom of the league. That was a long time ago obviously. I am still a fan.,I thought they were always at the bottom.,,,,
Answer.joking_sarcastic,,,,,I was a Warriors fan when they were at the bottom of the league. That was a long time ago obviously. I am still a fan.,I wonder how long it will be before that window closes on the Warriors?,,,,
Answer.joking_sarcastic,,,,,I was a Warriors fan when they were at the bottom of the league. That was a long time ago obviously. I am still a fan.,How did they scrape their way up from the bottom?,,,,
